series,prefecture,name,address,latitude,longitude
primagi,千葉県,モーリーファンタジーあすみが丘,千葉県千葉市緑区あすみが丘7-1 あすみが丘ﾌﾞﾗﾝﾆｭｰﾓｰﾙ2F,35.520848,140.267644
primagi,千葉県,モーリーファンタジーおゆみ野,千葉県千葉市緑区おゆみ野南5-37-1 MAXﾊﾞﾘｭおゆみ野店2階,35.543822,140.172783
primagi,千葉県,モーリーファンタジーノア,千葉県野田市中根36-1 ｲｵﾝﾉｱ店1階,35.947649,139.875992
primagi,千葉県,モーリーファンタジーユーカリが丘,千葉県佐倉市西ﾕｰｶﾘが丘6-12-3 ｲｵﾝﾀｳﾝ3F,35.726388,140.150575
primagi,千葉県,モーリーファンタジー鎌ヶ谷,千葉県鎌ケ谷市新鎌ヶ谷2-7-1 ｲｵﾝ鎌ヶ谷店2階,35.778477,140.001074
primagi,千葉県,モーリーファンタジー鎌取,千葉県千葉市緑区おゆみ野3-16 ｲｵﾝ鎌取店3階,35.561407,140.177586
primagi,千葉県,モーリーファンタジー館山,千葉県館山市八幡545-1 ｲｵﾝ館山店1階,35.006061,139.861684
primagi,千葉県,モーリーファンタジー市川妙典,千葉県市川市妙典5-3-1 ｲｵﾝ市川妙典店3階,35.692695,139.927549
primagi,千葉県,モーリーファンタジー成田,千葉県成田市ｳｲﾝｸﾞ土屋24 ｲｵﾝ成田店2階,35.795575,140.318706
primagi,千葉県,モーリーファンタジー千葉ニュータウン,千葉県印西市中央北3-1-1 ｲｵﾝ千葉ﾆｭ-ﾀｳﾝ店3階,35.802935,140.113733
primagi,千葉県,モーリーファンタジー船橋,千葉県船橋市山手1-1-8 ｲｵﾝ3階,35.712585,139.978117
primagi,千葉県,モーリーファンタジー銚子,千葉県銚子市三崎町2-2660-1 ｲｵﾝ銚子店2階,35.710517,140.788025
primagi,千葉県,モーリーファンタジー長浦,千葉県袖ケ浦市長浦駅前1-7 ｲｵﾝ長浦店2F,35.450269,139.997657
primagi,千葉県,モーリーファンタジー津田沼,千葉県習志野市津田沼1-23-1 ｲｵﾝ津田沼店3階,35.690303,140.025027
primagi,千葉県,モーリーファンタジー東習志野,千葉県習志野市東習志野6-7-8 ﾏｯｸｽﾊﾞﾘｭ東習志野店1階,35.699309,140.066823
primagi,千葉県,モーリーファンタジー南行徳,千葉県市川市南行徳2-20-25 SOCOLA南行徳店,35.668566,139.905274
primagi,千葉県,モーリーファンタジー柏,千葉県柏市豊町2-5-25 ｲｵﾝ柏店2階,35.851876,139.961928
primagi,千葉県,モーリーファンタジー八街,千葉県八街市文違301 ｲｵﾝ八街店1階,35.681183,140.312261
primagi,千葉県,モーリーファンタジー八千代緑が丘,千葉県八千代市緑が丘2-1-3 ｲｵﾝ八千代緑が丘店4階,35.728066,140.073295
primagi,千葉県,モーリーファンタジー幕張新都心,千葉県千葉市美浜区豊砂1-5 幕張新都心店ﾌｧﾐﾘｰﾓｰﾙ2階,35.657001,140.025889
primagi,千葉県,モーリーファンタジー木更津,千葉県木更津市築地1-4 ｲｵﾝ2階,35.358435,139.902743
primagi,千葉県,ヨドバシカメラ千葉,千葉県千葉市中央区富士見2-3-1 B1,35.611646,140.116511
primagi,千葉県,ラウンドワンスタジアムアリオ柏,千葉県柏市大島田950-1 ｱﾘｵ柏,35.833467,140.012764
primagi,千葉県,宝島新浦安,千葉県浦安市入船1-4-1ｲｵﾝｽﾀｲﾙ新浦安4F,35.649228,139.914703
primagi,千葉県,宝島柏の葉,千葉県柏市若柴175ららぽｰと柏の葉店3F,35.893845,139.950808
